,index,abv,ibu,id,name,style,brewery_id,ounces,beer_group,group_name,group_abbrev,super_class_id,class_name,Predicted_Class
1467,1467,0.08800000000000001,85.0,42,Gandhi-Bot Double IPA (16 oz.) (2010),American Double / Imperial IPA,410,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1477,1477,0.055999999999999994,20.0,2043,Skylight,Dunkelweizen,241,12.0,8.0,German Ale,GA,1.0,Ale,SP
1478,1478,0.055999999999999994,30.0,2042,Kadigan,American Blonde Ale,241,12.0,1.0,Other Ale,OA,1.0,Ale,SP
1479,1479,0.052000000000000005,50.0,2041,Dammit Jim!,American Amber / Red Ale,241,12.0,1.0,Other Ale,OA,1.0,Ale,Ale
1482,1482,0.042,35.0,2050,Cream Ale,Cream Ale,238,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1487,1487,0.051,31.0,1622,Jam Session,American Pale Ale (APA),359,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1488,1488,0.07200000000000001,80.0,1621,Hop Drop 'N Roll IPA,American IPA,359,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1493,1493,0.045,50.0,2692,Get Together,American IPA,0,16.0,3.0,India Pale Ale,IPA,5.0,IPA,Ale
1494,1494,0.049,26.0,2691,Maggie's Leap,Milk / Sweet Stout,0,16.0,4.0,Stout/Porter,SP,3.0,SP,Lager
1495,1495,0.048,19.0,2690,Wall's End,English Brown Ale,0,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
1496,1496,0.06,38.0,2689,Pumpion,Pumpkin Ale,0,16.0,1.0,Other Ale,OA,1.0,Ale,SP
1497,1497,0.06,25.0,2688,Stronghold,American Porter,0,16.0,4.0,Stout/Porter,SP,3.0,SP,SP
1498,1498,0.055999999999999994,47.0,2687,Parapet ESB,Extra Special / Strong Bitter (ESB),0,16.0,5.0,Pale Ale,PA,1.0,Ale,Ale
1501,1501,0.063,42.0,1226,Three Skulls Ale Pale Ale,American Pale Ale (APA),450,16.0,5.0,Pale Ale,PA,1.0,Ale,SP
1507,1507,0.061,66.0,1258,5 Day IPA,American IPA,442,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1508,1508,0.051,7.0,128,O'Fallon Wheach,Fruit / Vegetable Beer,442,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1509,1509,0.067,70.0,2331,Watershed IPA,American IPA,150,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1510,1510,0.054000000000000006,24.0,1669,Oakshire Amber Ale,American Amber / Red Ale,150,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1511,1511,0.057999999999999996,27.0,1668,Overcast Espresso Stout,American Stout,150,12.0,4.0,Stout/Porter,SP,3.0,SP,SP
1512,1512,0.067,70.0,999,Watershed IPA (2013),American IPA,150,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1513,1513,0.08199999999999999,25.0,2247,Lake Monster,Baltic Porter,184,16.0,4.0,Stout/Porter,SP,3.0,SP,SP
1514,1514,0.049,27.0,2071,London Homesick Ale,English Bitter,184,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1515,1515,0.048,35.0,2070,Luchesa Lager,Keller Bier / Zwickel Bier,184,12.0,9.0,German Lager,GL,2.0,Lager,Lager
1516,1516,0.048,35.0,2069,Slow Ride,American Pale Ale (APA),184,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1521,1521,0.092,72.0,2335,Perpetual Darkness,Belgian Strong Dark Ale,148,12.0,7.0,Belgian/French Ale,BA,1.0,Ale,IPA
1522,1522,0.087,29.0,2334,Clan Warrior,Scotch Ale / Wee Heavy,148,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
1523,1523,0.054000000000000006,36.0,2333,Psycho Penguin Vanilla Porter,American Porter,148,12.0,4.0,Stout/Porter,SP,3.0,SP,Lager
1528,1528,0.095,19.0,1059,The Hole in Hadrian's Wall,Scottish Ale,471,16.0,5.0,Pale Ale,PA,1.0,Ale,SP
1529,1529,0.065,26.0,1058,33 Select Brown Ale,American Brown Ale,471,16.0,1.0,Other Ale,OA,1.0,Ale,SP
1530,1530,0.06,29.0,603,Midwest Charm Farmhouse Ale,Saison / Farmhouse Ale,471,16.0,7.0,Belgian/French Ale,BA,1.0,Ale,SP
1531,1531,0.05,45.0,602,Boji Blue Pale Ale,American Pale Ale (APA),471,16.0,5.0,Pale Ale,PA,1.0,Ale,Ale
1532,1532,0.057,26.0,601,Winter Games Select #32 Stout,American Stout,471,16.0,4.0,Stout/Porter,SP,3.0,SP,SP
1533,1533,0.05,23.0,600,Boji Beach Golden Rye Ale,Rye Beer,471,16.0,2.0,American Lager,AL,2.0,Lager,Lager
1535,1535,0.065,65.0,1487,Falling Down Brown Ale,American Brown Ale,301,16.0,1.0,Other Ale,OA,1.0,Ale,IPA
1538,1538,0.046,20.0,1394,Old Forge Pumpkin Ale,Pumpkin Ale,301,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
1551,1551,0.049,35.0,2302,Pinner Throwback IPA,American IPA,166,12.0,3.0,India Pale Ale,IPA,5.0,IPA,Lager
1559,1559,0.065,65.0,1444,Dale's Pale Ale,American Pale Ale (APA),166,12.0,5.0,Pale Ale,PA,1.0,Ale,IPA
1560,1560,0.065,65.0,1252,Dale's Pale Ale,American Pale Ale (APA),166,12.0,5.0,Pale Ale,PA,1.0,Ale,IPA
1561,1561,0.053,35.0,1167,Mama's Little Yella Pils,Czech Pilsener,166,19.2,11.0,Pilsner,PL,2.0,Lager,Lager
1564,1564,0.065,65.0,955,Dale's Pale Ale,American Pale Ale (APA),166,19.2,5.0,Pale Ale,PA,1.0,Ale,IPA
1566,1566,0.065,65.0,892,Dale's Pale Ale (10 Year Anniversary),American Pale Ale (APA),166,12.0,5.0,Pale Ale,PA,1.0,Ale,IPA
1567,1567,0.065,65.0,828,Dale's Pale Ale (2012),American Pale Ale (APA),166,12.0,5.0,Pale Ale,PA,1.0,Ale,IPA
1568,1568,0.087,85.0,806,Gordon Imperial Red (2010),American Double / Imperial IPA,166,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1569,1569,0.065,65.0,755,Dale's Pale Ale (2011),American Pale Ale (APA),166,12.0,5.0,Pale Ale,PA,1.0,Ale,IPA
1570,1570,0.065,65.0,754,Dale's Pale Ale (2010),American Pale Ale (APA),166,12.0,5.0,Pale Ale,PA,1.0,Ale,IPA
1571,1571,0.087,85.0,726,G'KNIGHT (16 oz.),American Double / Imperial IPA,166,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1574,1574,0.08,70.0,585,HGH (Home Grown Hops): Part Duh,American Strong Ale,166,12.0,5.0,Pale Ale,PA,1.0,Ale,IPA
1576,1576,0.09,60.0,391,One Hit Wonder,American Double / Imperial IPA,166,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1577,1577,0.087,85.0,388,G'KNIGHT (12 oz.),American Double / Imperial IPA,166,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1578,1578,0.099,98.0,8,Ten Fidy Imperial Stout,Russian Imperial Stout,166,12.0,4.0,Stout/Porter,SP,3.0,SP,SP
1579,1579,0.053,35.0,7,Mama's Little Yella Pils,Czech Pilsener,166,12.0,11.0,Pilsner,PL,2.0,Lager,Lager
1580,1580,0.099,100.0,6,GUBNA Imperial IPA,American Double / Imperial IPA,166,12.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
1581,1581,0.08,35.0,5,Old Chub,Scottish Ale,166,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
1582,1582,0.087,85.0,4,Gordon Ale (2009),American Double / Imperial IPA,166,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1583,1583,0.065,65.0,1,Dale's Pale Ale,American Pale Ale (APA),166,12.0,5.0,Pale Ale,PA,1.0,Ale,IPA
1584,1584,0.092,85.0,805,Gordon (2005),American Double / Imperial IPA,503,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1585,1585,0.095,98.0,804,Ten Fidy Imperial Stout (2008),Russian Imperial Stout,503,12.0,4.0,Stout/Porter,SP,3.0,SP,SP
1586,1586,0.099,98.0,803,Ten Fidy Imperial Stout (2007),Russian Imperial Stout,503,12.0,4.0,Stout/Porter,SP,3.0,SP,SP
1587,1587,0.08,35.0,787,Old Chub (2008),Scottish Ale,503,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
1588,1588,0.08,35.0,786,Old Chub (2004),Scottish Ale,503,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
1589,1589,0.08,35.0,785,Old Chub (2003),Scottish Ale,503,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
1590,1590,0.065,65.0,745,Dale's Pale Ale (2008),American Pale Ale (APA),503,12.0,5.0,Pale Ale,PA,1.0,Ale,IPA
1591,1591,0.065,65.0,744,Dale's Pale Ale (2006),American Pale Ale (APA),503,12.0,5.0,Pale Ale,PA,1.0,Ale,IPA
1592,1592,0.065,65.0,743,Dale's Pale Ale (2004),American Pale Ale (APA),503,12.0,5.0,Pale Ale,PA,1.0,Ale,IPA
1593,1593,0.065,65.0,742,Dale's Pale Ale (2003),American Pale Ale (APA),503,12.0,5.0,Pale Ale,PA,1.0,Ale,IPA
1594,1594,0.065,65.0,741,Dale's Pale Ale (2002),American Pale Ale (APA),503,12.0,5.0,Pale Ale,PA,1.0,Ale,IPA
1596,1596,0.087,60.0,733,Gordon Beer (2006),American Double / Imperial IPA,503,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1597,1597,0.087,85.0,1533,G'KNIGHT,American Double / Imperial IPA,389,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1598,1598,0.099,98.0,1532,Ten Fidy,Russian Imperial Stout,389,12.0,4.0,Stout/Porter,SP,3.0,SP,SP
1599,1599,0.08,85.0,1328,Deviant Dale's IPA,American Double / Imperial IPA,389,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1600,1600,0.08,35.0,1175,Old Chub,Scottish Ale,389,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
1601,1601,0.065,65.0,1166,Dale's Pale Ale,American Pale Ale (APA),389,19.2,5.0,Pale Ale,PA,1.0,Ale,IPA
1602,1602,0.065,65.0,1065,Dale's Pale Ale,American Pale Ale (APA),389,12.0,5.0,Pale Ale,PA,1.0,Ale,IPA
1603,1603,0.055,45.0,1908,Fresh Slice White IPA,American White IPA,275,12.0,3.0,India Pale Ale,IPA,5.0,IPA,Ale
1604,1604,0.055,55.0,1946,Overgrown American Pale Ale,American Pale Ale (APA),261,12.0,5.0,Pale Ale,PA,1.0,Ale,Ale
1605,1605,0.04,39.0,1961,Ozark American Pale Ale,American Pale Ale (APA),259,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1608,1608,0.052000000000000005,23.0,1268,Rustic Red,Irish Red Ale,441,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
1609,1609,0.053,48.0,697,Stimulator Pale Ale,American Pale Ale (APA),441,16.0,5.0,Pale Ale,PA,1.0,Ale,Ale
1610,1610,0.045,22.0,696,Old Town Ale,Kölsch,441,16.0,9.0,German Lager,GL,2.0,Lager,Lager
1611,1611,0.044000000000000004,28.0,695,Car 21,English Bitter,441,16.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1612,1612,0.05,24.0,694,Cache La Porter,American Porter,441,16.0,4.0,Stout/Porter,SP,3.0,SP,Lager
1613,1613,0.042,35.0,1805,Rodeo Rye Pale Ale,American Pale Ale (APA),307,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1614,1614,0.062,65.0,1048,Outlaw IPA,American IPA,307,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1616,1616,0.048,35.0,890,Payette Pale Ale,American Pale Ale (APA),307,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1617,1617,0.055,25.0,775,Mutton Buster,American Brown Ale,307,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1620,1620,0.05,61.0,1930,Summer Session Ale,American Pale Wheat Ale,266,12.0,5.0,Pale Ale,PA,1.0,Ale,IPA
1621,1621,0.04,12.0,2238,Lobo Lito,Light Lager,187,12.0,2.0,American Lager,AL,2.0,Lager,Lager
1622,1622,0.05,17.0,2144,Robert Earl Keen Honey Pils,American Pilsner,187,12.0,11.0,Pilsner,PL,2.0,Lager,Lager
1623,1623,0.065,77.0,2175,Mound Builder IPA,American IPA,205,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1624,1624,0.062,62.0,2168,Amazon Princess IPA,American IPA,205,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1627,1627,0.055,10.0,2633,Hotbox Brown,American Brown Ale,13,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1628,1628,0.048,15.0,2632,Gold,American Blonde Ale,13,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1630,1630,0.065,65.0,2630,98 Problems (Cuz A Hop Ain't One),American IPA,13,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1631,1631,0.05,40.0,2629,Veteran's Pale Ale (VPA),American Pale Ale (APA),13,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1632,1632,0.05,35.0,2628,Grapefruit IPA,American IPA,13,12.0,3.0,India Pale Ale,IPA,5.0,IPA,Lager
1640,1640,0.040999999999999995,12.0,2635,Sparkle,American Pale Lager,11,16.0,2.0,American Lager,AL,2.0,Lager,Lager
1641,1641,0.059000000000000004,25.0,1404,North 45 Amber Ale,American Amber / Red Ale,11,16.0,1.0,Other Ale,OA,1.0,Ale,SP
1642,1642,0.069,20.0,1403,Horny Monk,Dubbel,11,16.0,7.0,Belgian/French Ale,BA,1.0,Ale,SP
1643,1643,0.067,74.0,1402,Mind's Eye PA,American IPA,11,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1644,1644,0.061,60.0,2312,Camelback,American IPA,157,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1647,1647,0.07,75.0,1384,Elephant Rock IPA,American IPA,355,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1650,1650,0.06,20.0,1791,Hot Date Ale,Chile Beer,314,16.0,1.0,Other Ale,OA,1.0,Ale,SP
1652,1652,0.06,24.0,1491,Sweet Potato Ale,Fruit / Vegetable Beer,314,16.0,1.0,Other Ale,OA,1.0,Ale,SP
1653,1653,0.045,18.0,1335,Float Trip Ale,American Blonde Ale,314,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
1654,1654,0.055,25.0,847,Old Tom Porter,American Porter,314,16.0,4.0,Stout/Porter,SP,3.0,SP,Lager
1655,1655,0.045,18.0,846,Black Walnut Wheat,American Dark Wheat Ale,314,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
1656,1656,0.055,20.0,521,McKinney Eddy Amber Ale,American Amber / Red Ale,314,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
1657,1657,0.07,70.0,479,Missouri Mule India Pale Ale,American IPA,314,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1659,1659,0.069,51.0,1760,GreyBeard™ IPA,American IPA,324,12.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
1660,1660,0.057,31.0,1759,Pisgah Pale Ale,American Pale Ale (APA),324,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
1665,1665,0.054000000000000006,45.0,2553,Mazzie,American Pale Ale (APA),55,12.0,5.0,Pale Ale,PA,1.0,Ale,Ale
1669,1669,0.059000000000000004,14.0,2360,Morning Wood Wheat (Current),American Pale Wheat Ale,135,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
1670,1670,0.069,17.0,1463,Hideout Helles,Munich Helles Lager,135,12.0,9.0,German Lager,GL,2.0,Lager,SP
1671,1671,0.06,15.0,1462,Dead Eye Dunkel,Munich Dunkel Lager,135,12.0,9.0,German Lager,GL,2.0,Lager,SP
1672,1672,0.057999999999999996,21.0,1461,Peacemaker Pilsner,Czech Pilsener,135,12.0,11.0,Pilsner,PL,2.0,Lager,SP
1673,1673,0.057,68.0,711,Over the Rail Pale Ale,American Pale Ale (APA),135,12.0,5.0,Pale Ale,PA,1.0,Ale,IPA
1674,1674,0.057999999999999996,21.0,188,Pallavicini Pilsner (2009),Czech Pilsener,135,12.0,11.0,Pilsner,PL,2.0,Lager,SP
1675,1675,0.059000000000000004,14.0,130,Morning Wood Wheat (Current),American Pale Wheat Ale,135,12.0,5.0,Pale Ale,PA,1.0,Ale,SP
1676,1676,0.052000000000000005,18.0,399,Pyramid Hefeweizen (2011),Hefeweizen,544,12.0,8.0,German Ale,GA,1.0,Ale,Lager
1677,1677,0.052000000000000005,18.0,82,Haywire Hefeweizen (2010),Hefeweizen,544,16.0,8.0,German Ale,GA,1.0,Ale,Lager
1678,1678,0.045,35.0,2031,Golden Fleece,Belgian Pale Ale,246,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1679,1679,0.055,30.0,2030,Smoking Mirror,American Porter,246,12.0,4.0,Stout/Porter,SP,3.0,SP,Lager
1681,1681,0.057999999999999996,60.0,2229,Pride of Texas Pale Ale,American Pale Ale (APA),176,12.0,5.0,Pale Ale,PA,1.0,Ale,IPA
1682,1682,0.044000000000000004,5.0,2370,18th Anniversary Gose,Gose,128,12.0,8.0,German Ale,GA,1.0,Ale,Lager
1683,1683,0.046,25.0,2211,White (2015),Witbier,128,12.0,7.0,Belgian/French Ale,BA,1.0,Ale,Lager
1684,1684,0.099,85.0,1861,BLAKKR,American Black Ale,128,12.0,1.0,Other Ale,OA,1.0,Ale,SP
1685,1685,0.051,21.0,1718,Firemans #4 Blonde Ale (2013),American Blonde Ale,128,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1687,1687,0.053,52.0,1091,Hans' Pils (2015),German Pilsener,128,12.0,11.0,Pilsner,PL,2.0,Lager,Ale
1688,1688,0.06,50.0,1086,Four Squared (2015),American Blonde Ale,128,12.0,1.0,Other Ale,OA,1.0,Ale,SP
1689,1689,0.051,21.0,830,Firemans #4 Blonde Ale (2015),American Blonde Ale,128,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1690,1690,0.07200000000000001,55.0,1021,Watership Brown Ale,American Brown Ale,475,12.0,1.0,Other Ale,OA,1.0,Ale,SP
1691,1691,0.062,55.0,938,Gangway IPA,American IPA,475,12.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
1693,1693,0.051,17.0,2516,Farmer's Daughter Blonde,American Blonde Ale,68,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
1694,1694,0.055,45.0,2515,Pump House IPA,American IPA,68,16.0,3.0,India Pale Ale,IPA,5.0,IPA,Ale
1696,1696,0.047,25.0,2513,Vanilla Porter,American Porter,68,16.0,4.0,Stout/Porter,SP,3.0,SP,Lager
1697,1697,0.057999999999999996,18.0,2512,Honey Rye,Rye Beer,68,16.0,2.0,American Lager,AL,2.0,Lager,SP
1699,1699,0.065,44.0,945,Long Hammer IPA,American IPA,487,16.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
1700,1700,0.065,44.0,583,Long Hammer IPA,American IPA,487,12.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
1701,1701,0.057999999999999996,27.0,339,Copper Hook (2011),American Amber / Red Ale,487,12.0,1.0,Other Ale,OA,1.0,Ale,SP
1705,1705,0.05,16.0,2087,Blood Orange Wit,Witbier,225,16.0,7.0,Belgian/French Ale,BA,1.0,Ale,Lager
1706,1706,0.05,40.0,2414,Consilium,American Pale Ale (APA),110,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1707,1707,0.09,60.0,1581,Hammer & Sickle,Russian Imperial Stout,110,12.0,4.0,Stout/Porter,SP,3.0,SP,IPA
1708,1708,0.07,100.0,1176,Redacted Rye IPA,American IPA,110,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1709,1709,0.099,100.0,1006,Elevation Triple India Pale Ale,American Double / Imperial IPA,110,12.0,3.0,India Pale Ale,IPA,5.0,IPA,SP
1710,1710,0.05,25.0,1005,5:00 O'Clock Afternoon Ale,American Blonde Ale,110,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
1711,1711,0.07,100.0,636,Ryeteous Rye IPA (2012),American IPA,110,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1720,1720,0.055,40.0,2576,Fist City,American Pale Ale (APA),44,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1722,1722,0.057999999999999996,15.0,609,Rosa Hibiscus Ale,Herbed / Spiced Beer,44,12.0,1.0,Other Ale,OA,1.0,Ale,SP
1723,1723,0.061,31.0,418,Fistmas Ale,Herbed / Spiced Beer,44,12.0,1.0,Other Ale,OA,1.0,Ale,SP
1724,1724,0.057,25.0,417,Oktoberfest Revolution,Märzen / Oktoberfest,44,12.0,9.0,German Lager,GL,2.0,Lager,SP
1725,1725,0.068,28.0,416,Eugene Porter,American Porter,44,12.0,4.0,Stout/Porter,SP,3.0,SP,SP
1726,1726,0.065,70.0,415,Anti-Hero IPA,American IPA,44,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1727,1727,0.05,14.0,414,Bottom Up Belgian Wit,Witbier,44,12.0,7.0,Belgian/French Ale,BA,1.0,Ale,Lager
1728,1728,0.057,42.0,2452,Hustle,American Amber / Red Ale,93,12.0,1.0,Other Ale,OA,1.0,Ale,SP
1729,1729,0.055,42.0,2451,Pure Fury,American Pale Ale (APA),93,12.0,5.0,Pale Ale,PA,1.0,Ale,Ale
1730,1730,0.06,60.0,2132,Dad,American Amber / Red Ale,93,12.0,1.0,Other Ale,OA,1.0,Ale,IPA
1731,1731,0.057999999999999996,35.0,1993,Panther,American Porter,93,12.0,4.0,Stout/Porter,SP,3.0,SP,SP
1732,1732,0.052000000000000005,21.0,1992,Franz,Märzen / Oktoberfest,93,12.0,9.0,German Lager,GL,2.0,Lager,Lager
1733,1733,0.043,45.0,1935,Zen,American Pale Ale (APA),93,12.0,5.0,Pale Ale,PA,1.0,Ale,Ale
1734,1734,0.07200000000000001,75.0,1852,Truth,American IPA,93,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1735,1735,0.048,25.0,1851,Cougar,American Blonde Ale,93,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1741,1741,0.05,55.0,1771,Lil SIPA,American IPA,321,16.0,3.0,India Pale Ale,IPA,5.0,IPA,Ale
1742,1742,0.055,60.0,1654,Hop Bomber Rye Pale Ale,American Pale Ale (APA),321,16.0,5.0,Pale Ale,PA,1.0,Ale,IPA
1743,1743,0.05,100.0,2579,Jah Mon,American IPA,43,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1767,1767,0.076,78.0,1577,12th Round,American Strong Ale,376,16.0,5.0,Pale Ale,PA,1.0,Ale,IPA
1768,1768,0.07,80.0,1576,RoughTail IPA,American IPA,376,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1770,1770,0.071,36.0,2304,Sundown,Saison / Farmhouse Ale,164,12.0,7.0,Belgian/French Ale,BA,1.0,Ale,SP
1773,1773,0.055999999999999994,40.0,1842,Original Slacker Ale,English Brown Ale,164,12.0,1.0,Other Ale,OA,1.0,Ale,SP
1776,1776,0.045,28.0,1552,Dog Days Summer Ale,Kölsch,164,12.0,9.0,German Lager,GL,2.0,Lager,Lager
1777,1777,0.055999999999999994,35.0,1479,1881 California Red,American Amber / Red Ale,397,12.0,1.0,Other Ale,OA,1.0,Ale,SP
1778,1778,0.073,55.0,1478,CAPT Black IPA,American Black Ale,397,12.0,1.0,Other Ale,OA,1.0,Ale,SP
1779,1779,0.048,42.0,1370,Ruhstaller's Gilt Edge Lager Beer,American Amber / Red Lager,397,12.0,2.0,American Lager,AL,2.0,Lager,Ale
1780,1780,0.073,55.0,883,CAPT Black IPA,American Black Ale,397,16.0,1.0,Other Ale,OA,1.0,Ale,SP
1781,1781,0.055999999999999994,35.0,882,1881 California Red Ale,American Amber / Red Ale,397,16.0,1.0,Other Ale,OA,1.0,Ale,SP
1782,1782,0.05,15.0,1868,Saint Archer White Ale,Witbier,288,12.0,7.0,Belgian/French Ale,BA,1.0,Ale,Lager
1783,1783,0.068,66.0,1867,Saint Archer IPA,American IPA,288,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1784,1784,0.052000000000000005,40.0,1865,Saint Archer Pale Ale,American Pale Ale (APA),288,12.0,5.0,Pale Ale,PA,1.0,Ale,Lager
1785,1785,0.048,22.0,1864,Saint Archer Blonde,Kölsch,288,12.0,9.0,German Lager,GL,2.0,Lager,Lager
1786,1786,0.069,20.0,2599,Sex Panther,American Porter,30,12.0,4.0,Stout/Porter,SP,3.0,SP,SP
1787,1787,0.095,25.0,2073,Winter Warmer (Vault Series),Winter Warmer,30,16.0,5.0,Pale Ale,PA,1.0,Ale,SP
1788,1788,0.091,99.0,2063,Count Hopula (Vault Series),American Double / Imperial IPA,30,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1790,1790,0.05,15.0,1934,SunSpot Golden Ale,American Blonde Ale,30,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1793,1793,0.055,20.0,1073,Epicenter Amber Ale,American Amber / Red Ale,30,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1794,1794,0.05,15.0,1072,SanTan HefeWeizen,Hefeweizen,30,12.0,8.0,German Ale,GA,1.0,Ale,Lager
1795,1795,0.07,85.0,1071,Hop Shock IPA,American IPA,30,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1796,1796,0.069,20.0,852,Sex Panther (2014),American Porter,30,12.0,4.0,Stout/Porter,SP,3.0,SP,SP
1797,1797,0.055,45.0,850,Devil's Ale,American Pale Ale (APA),30,12.0,5.0,Pale Ale,PA,1.0,Ale,Ale
1799,1799,0.05,20.0,777,Mr. Pineapple,Fruit / Vegetable Beer,30,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1800,1800,0.055,45.0,764,American Idiot Ale (2012),American Pale Ale (APA),30,12.0,5.0,Pale Ale,PA,1.0,Ale,Ale
1801,1801,0.07,85.0,317,Hop Shock IPA (2010),American IPA,30,12.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1802,1802,0.05,15.0,286,SanTan HefeWeizen (2010),Hefeweizen,30,12.0,8.0,German Ale,GA,1.0,Ale,Lager
1803,1803,0.055,45.0,285,Devil's Ale (2010),American Pale Ale (APA),30,12.0,5.0,Pale Ale,PA,1.0,Ale,Ale
1804,1804,0.055,20.0,124,Epicenter Amber Ale (2010),American Amber / Red Ale,30,12.0,1.0,Other Ale,OA,1.0,Ale,Lager
1805,1805,0.057999999999999996,20.0,1392,Sanitas Saison Ale,Saison / Farmhouse Ale,419,12.0,7.0,Belgian/French Ale,BA,1.0,Ale,SP
1806,1806,0.068,65.0,1391,Sanitas Black IPA,American Black Ale,419,12.0,1.0,Other Ale,OA,1.0,Ale,IPA
1807,1807,0.08900000000000001,88.0,2002,Giant DIPA,American Double / Imperial IPA,252,16.0,3.0,India Pale Ale,IPA,5.0,IPA,IPA
1810,1810,0.055,30.0,1519,Saison 88,Saison / Farmhouse Ale,392,12.0,7.0,Belgian/French Ale,BA,1.0,Ale,Lager
1811,1811,0.071,95.0,967,Black IPA,American Black Ale,392,12.0,1.0,Other Ale,OA,1.0,Ale,IPA
1817,1817,0.05,11.0,1477,Oval Beach Blonde Ale,American Blonde Ale,398,16.0,1.0,Other Ale,OA,1.0,Ale,Lager
1821,1821,0.05,45.0,1324,Schlafly Yakima Wheat Ale,American Pale Wheat Ale,428,12.0,5.0,Pale Ale,PA,1.0,Ale,Ale
1823,1823,0.045,30.0,1078,Schlafly IPA,American IPA,428,12.0,3.0,India Pale Ale,IPA,5.0,IPA,Lager
